event_id_cnty,event_date,year,disorder_type,event_type,sub_event_type,iso,region,country,admin1,admin2,location,latitude,longitude,source,notes,fatalities,adm2_code,adm2_name,data_as_of,run_date
MEX90794,2024-08-02,2024,Political violence,Battles,Armed clash,484,North America,Mexico,Colima,Manzanillo,Tapeixtles,19.0681,-104.285,Colima Noticias,"On 2 August 2024, in Tapeixtles, Colima, unknown armed individuals opened fire at municipal police officers from a moving vehicle on the free highway (drive-by). There were no injuries.",0,MX06007,Manzanillo,2024-10-26,2025-10-25
MEX90795,2024-07-28,2024,Political violence,Battles,Armed clash,484,North America,Mexico,San Luis Potosí,Salinas,Salinas de Hidalgo,22.627,-101.7148,El Siglo de Durango; La Jornada; Milenio,"On 28 July 2024, in Salinas de Hidalgo, San Luis Potosi, members of an unidentified criminal group ambushed state police officers, national guards, and military officers who were patrolling the community of San Pablo. The officers repelled the attack and three of the perpetrators died. A vehicle and weapons were seized. 3 fatalities.",3,MX24025,Salinas,2024-10-26,2025-10-25
MEX90802,2024-07-30,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Chiapas,Chenalho,Acteal,16.9892,-92.5185,La Jornada,"On 30 July 2024, in Acteal, Chiapas, according to residents of the area, members of Los Herrera Gang were shooting towards the community. Casualties unknown.",0,MX07026,Chenalhó,2024-10-26,2025-10-25
MEX90805,2024-07-30,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Tamaulipas,Matamoros,Heroica Matamoros,25.8799,-97.5048,Hoy Tamaulipas; La Jornada; La Silla Rota,"On 30 July 2024, in Heroica Matamoros, Tamaulipas, unidentified armed individuals shot and killed the president of the National Chamber of Commerce when he was going out from his office in Colonia Buenavista. The victim was also a former PRD candidate for governor in 2010. He had recently warned about the security situation in Tamaulipas denouncing that is under the control of criminal gangs and the widespread practice of the collection of floor fees after the convenience store OXXO was shut down in the state due to threats by criminal members. 1 fatality.",1,MX28022,Matamoros,2024-10-26,2025-10-25
MEX90809,2024-07-28,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Nuevo León,Galeana,San Rafael,25.0305,-100.5505,8 Columnas; La Prensa de Monclova; Milenio; Riodoce; Zona Franca,"On 28 July 2024, near San Rafael, Nuevo Leon, several armed individuals abducted and killed the police chief who was also the Secretary of Public Security of Abasolo while he was with his wife. Later that same day, his body was found with signs of violence near La Hediondilla community. The victim had already received threats and attacks recently. 1 fatality.",1,MX19017,Galeana,2024-10-26,2025-10-25
MEX90810,2024-08-01,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Quintana Roo,Benito Juarez,Cancun,21.1614,-86.8248,El Norte; Tabasco Hoy,"Around 1 August 2024 (as reported), in Cancun, Quintana Roo, four people were killed and their bodies were found on the federal highway at the height of Xochimilco park. One of the bodies was identified as a municipal police officer (likely off-duty). 4 fatalities.",4,MX23005,Benito Juárez,2024-10-26,2025-10-25
MEX90811,2024-07-28,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Guanajuato,Comonfort,Neutla,20.7095,-100.8403,La Silla Rota,"On 28 July 2024, around Neutla, Guanajuato, a state police officer (likely off-duty) was shot and killed by unidentified armed individuals when he was driving around Neutla. A woman that was driving with him was also injured. 1 fatality.",1,MX11009,Comonfort,2024-10-26,2025-10-25
MEX90814,2024-08-01,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,El Norte,"On 1 August 2024, in Guadalajara, Jalisco, at least four armed individuals intercepted a man and placed handcuffs on him to kidnap him in Colonia Insurgentes. The victim escaped and was shot but not injured. Police officers found the victim.",0,MX14039,Guadalajara,2024-10-26,2025-10-25
MEX90815,2024-08-01,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Michoacán,Morelia,Morelia,19.7034,-101.192,Milenio,"On 1 August 2024, in Morelia, Michoacan de Ocampo, according to witnesses, armed individuals shot and injured a man in Colonia Balcones de Santa Maria in a shopping mal. The perpetrators fled the scene on foot. 1 injury.",0,MX16053,Morelia,2024-10-26,2025-10-25
MEX90818,2024-08-02,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Nuevo León,San Pedro Garza Garcia,San Pedro Garza Garcia,25.6652,-100.4025,Milenio,"On 2 August 2024, in San Pedro Garza Garcia, Nuevo Leon, according to witnesses, armed individuals opened fire at the facade of the home of the director of a school and left a funeral wreath outside in Colonia Villa Montana. There were no injuries.",0,MX19019,San Pedro Garza García,2024-10-26,2025-10-25
MEX90823,2024-07-28,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Baja California,Tijuana,Tijuana,32.5325,-117.019,Zeta Tijuana,"On 28 July 2024, in Tijuana, Baja California, according to witnesses, three men shot and killed a man and injured another one in Zona Centro. Three people were arrested. 1 fatality, 1 injured.",1,MX02004,Tijuana,2024-10-26,2025-10-25
MEX90827,2024-07-28,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Tabasco,Comalcalco,Comalcalco,18.266,-93.225,Tabasco Hoy,"Around 28 July 2024 (as reported), in Comalcalco, Tabasco, two armed individuals who arrived on a motorcycle shot and killed a man at an alcohol store in villa Aldama. 1 fatality.",1,MX27005,Comalcalco,2024-10-26,2025-10-25
MEX90830,2024-07-29,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Hidalgo,Tepeji del Rio de Ocampo,Cantera de Villagran,19.8408,-99.3091,La Silla Rota; News Hidalgo,"On 29 July 2024, in Cantera de Villagran, Hidalgo, according to witnesses, man was shot and killed by at least two armed men outside his house. 1 fatality.",1,MX13063,Tepeji del Río de Ocampo,2024-10-26,2025-10-25
MEX90832,2024-07-30,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Baja California,Tijuana,Tijuana,32.5325,-117.019,AFN - Tijuana,"On 30 July 2024, in Tijuana, Baja California, three armed individuals shot and killed a man was who recently released from prison close to the penitentiary center La Mesa. Police arrived at the scene and engaged in a confrontation (coded separately). 1 fatality.",1,MX02004,Tijuana,2024-10-26,2025-10-25
MEX90833,2024-07-30,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Michoacán,Zamora,Zamora de Hidalgo,19.9836,-102.286,La Voz de Michoacan,"Around 30 July 2024 (as reported), in Zamora de Hidalgo, Michoacan, a man was killed and the body was found with gunshot wounds and wrapped in a blanket in Libramiento Norte de Zamora. 1 fatality.",1,MX16108,Zamora,2024-10-26,2025-10-25
MEX90835,2024-07-30,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Nuevo León,San Nicolas de los Garza,San Nicolas de los Garza,25.7553,-100.2896,El Norte,"On 30 July 2024, in San Nicolas de los Garza, Nuevo Leon, according to witnesses, two armed men who arrived on a motorcycle entered a house in Colonia Carmen Romano and killed a person and injured another two. 1 fatality.",1,MX19046,San Nicolás de los Garza,2024-10-26,2025-10-25
MEX90837,2024-07-31,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Nuevo León,Garcia,Garcia,25.8005,-100.5855,El Norte,"On 31 July 2024, in Garcia, Nuevo Leon, three hooded men broke into a home and shot and killed a man in Colonia Bugambilias. 1 fatality.",1,MX19018,García,2024-10-26,2025-10-25
MEX90838,2024-07-31,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Puebla,Puebla,Heroica Puebla de Zaragoza,19.044,-98.1975,Milenio,"Around 31 July 2024 (as reported), in Heroica Puebla de Zaragoza, Puebla, a man was killed and his body was found wrapped in blankets in Colonia Popular Castillotla close to the market Popular. 1 fatality.",1,MX21114,Puebla,2024-10-26,2025-10-25
MEX90839,2024-08-01,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Nuevo León,Juarez,Benito Juarez,25.6513,-100.106,El Norte,"On 1 August 2024, in Benito Juarez, Nuevo Leon, two gunmen broke into a seafood store and shot a man and a woman in Colonia Mirador de San Antonio. The man died and the woman was injured. 1 fatality, 1 injury.",1,MX19031,Juárez,2024-10-26,2025-10-25
MEX90841,2024-08-01,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Sonora,Guaymas,Los Arrieros,28.3187,-111.0425,Entorno Informativo,"Around 1 August 2024 (as reported), in Los Arrieros, Sonora, a man was killed and his body was found wrapped in a blanket close to the international highway. 1 fatality.",1,MX26029,Guaymas,2024-10-26,2025-10-25
MEX90842,2024-08-02,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Nuevo León,Juarez,Benito Juarez,25.6513,-100.106,Milenio,"On 2 August 2024, in Benito Juarez, Nuevo Leon, at least three armed individuals broke into a house and shot and killed a man in Colonia as Bugambilias. 1 fatality.",1,MX19031,Juárez,2024-10-26,2025-10-25
MEX90843,2024-07-30,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Nuevo León,Galeana,Galeana,24.825,-100.0768,Milenio,"Around 30 July 2024 (as reported), in Galeana, Nuevo Leon, an unknown number of people were killed and the human remains were found inside a cooler on the road between Linares to San Roberto. At least 1 fatality.",1,MX19017,Galeana,2024-10-26,2025-10-25
MEX90847,2024-07-31,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,México,Tepotzotlan,Arcos del Sitio,19.7671,-99.3402,El Norte,"Around 31 July 2024 (as reported), in Arcos del Sitio, Mexico, two men were killed and their bodies were found half naked and wrapped in plastic. 2 fatalities.",2,MX15095,Tepotzotlán,2024-10-26,2025-10-25
MEX90848,2024-08-01,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Jalisco,Tlajomulco de Zuniga,Tlajomulco de Zuniga,20.4736,-103.4431,Milenio,"On 1 August 2024, in Tlajomulco de Zuniga, Jalisco, several armed individuals who arrived in a motorcycle taxi shot and killed a man and a woman outside a house in fraccionamiento Villa Fontana Aqua. Both died as a result. 2 fatalities.",2,MX14097,Tlajomulco de Zúñiga,2024-10-26,2025-10-25
MEX90849,2024-08-01,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Nuevo León,Cienega de Flores,Cienega de Flores,25.9521,-100.1681,Milenio,"On 1 August 2024, in Cienega de Flores, Nuevo Leon, four armed men broke into a home and shot a couple in Colonia Real del Sol. Both died as a result. The perpetrators fled the scene on two motorcycles. 2 fatalities.",2,MX19012,Ciénega de Flores,2024-10-26,2025-10-25
MEX90850,2024-08-01,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,Hueyapan de Ocampo,18.1519,-95.1427,La Silla Rota,"Around 1 August 2024 (as reported), in Hueyapan de Ocampo, Veracruz de Ignacio de la Llave, a couple was killed and the bodies were found with signs of torture on the side of a road that leads to Norma. 2 fatalities.",2,MX30073,Hueyapan de Ocampo,2024-10-26,2025-10-25
MEX90859,2024-07-30,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Tamaulipas,Matamoros,Heroica Matamoros,25.8799,-97.5048,Hoy Tamaulipas; La Jornada,"On 30 July 2024, in Heroica Matamoros, Tamaulipas, armed men on two motorcycles and in two pick up trucks opened fire and killed a man (drive-by). The victim was identified as a well known businessman who openly denounced extortion payments. 1 fatality.",1,MX28022,Matamoros,2024-10-26,2025-10-25
MEX90860,2024-08-01,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,La Jornada,"Around 1 August 2024 (as reported), in Guadalajara, Jalisco, a trans woman was stabbed and killed and the body was found inside her home in Colonia San Andres. The home was identified as a property used for the sale of drugs. 1 fatality.",1,MX14039,Guadalajara,2024-10-26,2025-10-25
MEX90863,2024-08-01,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Guerrero,Atlixtac,Atlixtac,17.5637,-98.9332,El Sol de Acapulco,"Around 1 August 2024 (as reported), close to Atlixtac, Guerrero, the driver of a public transportation unit was killed and his body was found dismembered inside the unit on the highway Chilpancingo-Chichuhualco at the point Las Rosas. 1 fatality.",1,MX12010,Atlixtac,2024-10-26,2025-10-25
MEX90865,2024-07-29,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Puebla,Coronango,Santa Maria Coronango,19.1311,-98.3081,E-Consulta,"Around 29 July 2024 (as reported), in Santa Maria Coronango, Puebla, a woman was killed and her body was found with signs of violence with her hands and feet tied up in fraccionamiento Villa San Angel. 1 fatality.",1,MX21034,Coronango,2024-10-26,2025-10-25
MEX90869,2024-07-30,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Hidalgo,Santiago Tulantepec de Lugo Guerrero,Santiago Tulantepec de Lugo Guerrero,20.0363,-98.3568,El Norte; La Jornada; La Silla Rota,"Around 30 July 2024 (as reported), in Santiago Tulantepec de Lugo Guerrero, Hidalgo, three women were killed and their bodies were found with signs of torture and with their hands tied inside a house in Colonia San Isidro. One of the women was pregnant. Two men and a woman were arrested. 3 fatalities.",3,MX13056,Santiago Tulantepec de Lugo Guerrero,2024-10-26,2025-10-25
MEX90870,2024-07-28,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Veracruz de Ignacio de la Llave,Texistepec,Venustiano Carranza,17.6408,-94.7514,La Silla Rota,"On 28 July 2024, in Venustiano Carranza (Pena Blanca), Veracruz, two armed individuals on a motorcycle shot at a woman who is the sole councillor (sindica) and treasurer of the municipality. The armed men chased her when she was on her way to her house. After she arrived to her house, the armed men shot at her house. There were no casualties.",0,MX30172,Texistepec,2024-10-26,2025-10-25
MEX90874,2024-07-30,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Sonora,Hermosillo,Hermosillo,29.0749,-110.959,Entorno Informativo,"On 30 July 2024, in Hermosillo, Sonora, armed individuals opened fire from a motorcycle and shot a minor in Colonia Luis Encinas (drive-by). The 15- year-old boy was injured as a result. 1 injury.",0,MX26030,Hermosillo,2024-10-26,2025-10-25
MEX90879,2024-08-01,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Nuevo León,San Nicolas de los Garza,San Nicolas de los Garza,25.7553,-100.2896,El Norte,"On 1 August 2024, in San Nicolas de los Garza, Nuevo Leon, two men opened fire from a moving car and shot a man in Colonia Benito Juarez (drive-by). 1 injury.",0,MX19046,San Nicolás de los Garza,2024-10-26,2025-10-25
MEX90891,2024-07-28,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Quintana Roo,Benito Juarez,Cancun,21.1614,-86.8248,Borderland Beat; Diario de Morelos; El Siglo de Durango; Milenio,"On 28 July 2024, in Cancun, Quintana Roo, armed individuals who arrived on a water motorcycle shot at some individuals in Bulevard Kukulkan. A minor who was a passer-by was shot and killed. The event is related to a drug dealing dispute. 1 fatality.",1,MX23005,Benito Juárez,2024-10-26,2025-10-25
MEX90893,2024-07-28,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Tabasco,Comalcalco,Comalcalco,18.266,-93.225,Tabasco Hoy,"Around 28 July 2024 (as reported), in Comalcalco, Tabasco, a man was killed and his body was found inside a house in rancheria Reyes Hernandez with a threatening message and where several drugs were seized. 1 fatality.",1,MX27005,Comalcalco,2024-10-26,2025-10-25
MEX90894,2024-07-28,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Tabasco,Paraiso,Chiltepec,18.4313,-93.0848,Tabasco Hoy,"Around 28 July 2024 (between 27 - 28 July), in Chiltepec, Tabasco, a man was killed and his body was found with his hands tied up with tape and his face covered on 28 July. He was kidnapped by unidentified people in Jalpa de Mendez in Boquiapa community on 27 July. The event of the kidnap was recorded by a surveillance camera and shared on social media. 1 fatality.",1,MX27014,Paraíso,2024-10-26,2025-10-25
MEX90895,2024-07-28,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Tabasco,Teapa,Teapa,17.563,-92.9472,Tabasco Hoy,"On 28 July 2024, in Teapa, Tabasco, according to witnesses, armed individuals aboard a motorcycle shot and killed a man in Francisco Trujillo Avenue. 1 fatality.",1,MX27016,Teapa,2024-10-26,2025-10-25
MEX90896,2024-07-29,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Ciudad de Mexico,Coyoacan,Ciudad de Mexico - Coyoacan,19.3502,-99.1621,El Norte,"Around 29 July 2024 (as reported), in Ciudad de Mexico - Coyoacan, a man was killed and the body was found beaten up and with burns in Colonia San Francisco Culhuacan de la Magdalena. 1 fatality.",1,MX09003,Coyoacán,2024-10-26,2025-10-25
MEX90897,2024-07-29,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Guanajuato,Irapuato,Irapuato,20.6728,-101.3481,El Norte,"On 29 July 2024, in Irapuato, Guanajuato, a young man was kidnapped in Colonia Alvaro Obregon. On the same day, he was killed and his body was found with gunshot wounds and a message in Colonia Benito Juarez. 1 fatality.",1,MX11017,Irapuato,2024-10-26,2025-10-25
MEX90900,2024-07-29,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Michoacán,Morelia,Morelia,19.7034,-101.192,MiMorelia,"Around 29 July 2024 (as reported), in Morelia, Michoacan, a man was killed and his body was found with signs of violence and with his hands tied up on avenida San Jose del Cerrito. 1 fatality.",1,MX16053,Morelia,2024-10-26,2025-10-25
MEX90901,2024-07-29,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Nuevo León,Juarez,Benito Juarez,25.6513,-100.106,Milenio,"On 29 July 2024, in Benito Juarez, Nuevo Leon, according to witnesses, armed individuals in a vehicle shot and killed a man outside a house in a drive-by in colonia Lagos de Zirandaro. 1 fatality.",1,MX19031,Juárez,2024-10-26,2025-10-25
MEX90904,2024-07-30,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Oaxaca,Heroica Ciudad de Juchitan de Zaragoza,Juchitan de Zaragoza,16.4333,-95.0216,Quadratin Oaxaca,"Around 30 July 2024 (as reported), in Juchitan de Zaragoza, Oaxaca, a man was killed and his body was found with signs of torture and tied in Colonia Che Gorio Melendre. 1 fatality.",1,MX20043,Heroica Ciudad de Juchitán de Zaragoza,2024-10-26,2025-10-25
MEX90905,2024-07-31,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Baja California,Mexicali,Mexicali,32.6412,-115.476,Zeta Tijuana,"Around 31 July 2024 (as reported), in Mexicali, Baja California, a person was killed and the human torso was found wrapped in a plastic bag and tied to a concrete block in Colonia Villas del Palmar. 1 fatality.",1,MX02002,Mexicali,2024-10-26,2025-10-25
MEX90906,2024-07-31,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Jalisco,El Salto,El Salto,20.5194,-103.1817,Milenio,"Around 31 July 2024 (as reported), in El Salto, Jalisco, a man was killed and his torso was found in Colonia Lomas del Aeropuerto. 1 fatality.",1,MX14070,El Salto,2024-10-26,2025-10-25
MEX90907,2024-07-31,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Jalisco,Guadalajara,Guadalajara,20.6764,-103.3422,Milenio,"Around 31 July 2024 (as reported), in Guadalajara, Jalisco, a person was killed and the body was found with both hands and feet tied and wrapped in plastic in Colonia La Esperanza. 1 fatality.",1,MX14039,Guadalajara,2024-10-26,2025-10-25
MEX90909,2024-07-31,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Nuevo León,Galeana,Galeana,24.825,-100.0768,El Norte,"Around 31 July 2024 (as reported), in Galeana, Nuevo Leon, a person was killed and the mutilated body was found inside a cooler on the highway Linares-San Roberto. A message was found next to the cooler. 1 fatality.",1,MX19017,Galeana,2024-10-26,2025-10-25
MEX90913,2024-07-31,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Tamaulipas,Reynosa,Reynosa,26.0924,-98.2781,Hoy Tamaulipas,"Around 31 July 2024 (as reported), in Reynosa, Tamaulipas, a man was killed and his body was found tied and inside a vehicle in Colonia Industria Maquiladoras. 1 fatality.",1,MX28032,Reynosa,2024-10-26,2025-10-25
MEX90919,2024-08-01,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Quintana Roo,Benito Juarez,Cancun,21.1614,-86.8248,La Verdad,"Around 1 August 2024 (as reported), in Cancun, Quintana Roo, a man was killed and his body was found tied and with signs of torture close to fraccionamientos Azul Bonampal and Villas Otoch. 1 fatality.",1,MX23005,Benito Juárez,2024-10-26,2025-10-25
MEX90924,2024-07-30,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Baja California,Tijuana,Tijuana,32.5325,-117.019,Zeta Tijuana,"Around 30 July 2024 (as reported), in Tijuana, Baja California, two men were killed and their bodies were found with their hands tied up inside a vehicle in colonia Mariano Matamoros. 2 fatalities.",2,MX02004,Tijuana,2024-10-26,2025-10-25
MEX90925,2024-07-31,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Nuevo León,Galeana,Pablillo,24.5916,-99.996,El Norte,"Around 31 July 2024 (as reported), in Pablillo, Nuevo Leon, two men were killed and their bodies were found on the Galeana-Doctor Arroyo highway. One of the bodies was covered by a blanket and there were two messages left next to the bodies. 2 fatalities.",2,MX19017,Galeana,2024-10-26,2025-10-25
MEX90926,2024-08-01,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Sonora,San Luis Rio Colorado,San Luis Rio Colorado,32.4798,-114.7796,Entorno Informativo,"Around 1 August 2024 (month of), in San Luis Rio Colorado, Sonora, two men were killed and their bodies were found with signs of torture inside a house in Colonia Burocrata. The bodies were in a state of decomposition. 2 fatalities.",2,MX26055,San Luis Río Colorado,2024-10-26,2025-10-25
MEX90927,2024-08-01,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Jalisco,El Salto,El Salto,20.5194,-103.1817,El Norte,"Around 1 August 2024 (as reported), in El Salto, Jalisco, at least two people were killed and the bodies were found inside 18 plastic bags with two decapitated human heads and limbs in Colonia Lomas del Aeropuerto. At least 2 fatalities.",2,MX14070,El Salto,2024-10-26,2025-10-25
MEX90930,2024-07-31,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Sonora,Cajeme,Ciudad Obregon,27.4965,-109.9327,Entorno Informativo,"Around 31 July 2024 (as reported), in Ciudad Obregon, Sonora, an unknown number of people was killed and the human remains were found inside two coolers. A narcomessage was found next to the coolers. Unspecified number of fatalities coded as 3.",3,MX26018,Cajeme,2024-10-26,2025-10-25
MEX90801,2024-07-30,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Chiapas,Chenalho,La Esperanza,16.9967,-92.4986,La Jornada,"On 30 July 2024, in La Esperanza, Chiapas, according to residents, members of Los Herrera Gang were shooting towards the community. Approximately 800 residents were displaced after the attack, and on 9 August, around 200 displaced residents returned to their homes, led by the authorities. There were no casualties.",0,MX07026,Chenalhó,2024-10-26,2025-10-25
MEX90854,2024-07-29,2024,Political violence,Battles,Armed clash,484,North America,Mexico,Chihuahua,Chihuahua,Chihuahua,28.6368,-106.0763,El Norte; El Universal (Mexico); Tiempo,"On 29 July 2024, in Chihuahua, Chihuahua, armed individuals clashed outside a bar in an area of restaurants and bars. Two men and one woman died as a result and two women and one man were injured. Three people were arrested and found with drugs. 3 fatalities, 3 injured.",3,MX08019,Chihuahua,2024-10-26,2025-10-25
MEX90868,2024-07-30,2024,Political violence,Violence against civilians,Attack,484,North America,Mexico,Ciudad de Mexico,Tlalpan,Ciudad de Mexico - Tlalpan,19.2883,-99.1671,24 Horas (Mexico); El Norte; La Silla Rota,"Around 30 July 2024 (as reported), in Ciudad de Mexico - Tlalpan, two women were killed and their bodies were found in San Miguel Topilejo with signs of violence, bullet wounds, and burns to their bodies. According to a witness, someone arrived in a vehicle and dumped the bodies. The victims were from Venezuela. According to local sources, the perpetrators was the El Tren de Aragua Gang which is dedicated to human trafficking. 2 fatalities.",2,MX09012,Tlalpan,2024-10-26,2025-10-25
